Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
male,group C,some high school,free/reduced,none,single,never,yes,1.0,school_bus,5 - 10,72,65,65
male,group D,associate's degree,standard,none,married,never,no,3.0,school_bus,< 5,97,94,97
male,group C,some college,standard,none,divorced,sometimes,yes,2.0,private,unknown,58,54,57
male,group E,some college,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,62,58,61
male,group C,some high school,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,49,51,47
male,group C,some college,free/reduced,none,married,sometimes,no,2.0,unknown,5 - 10,63,70,66
male,group A,associate's degree,standard,none,married,regularly,yes,4.0,unknown,> 10,74,76,72
male,group B,some high school,standard,completed,married,sometimes,no,0.0,private,< 5,81,85,76
female,group C,some high school,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,82,92,93
male,group D,unknown,standard,completed,married,sometimes,yes,3.0,school_bus,unknown,72,67,72
male,group E,high school,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10,67,58,58
male,group C,high school,standard,completed,divorced,regularly,no,2.0,private,5 - 10,76,70,72
male,group C,high school,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,43,46,45
male,group A,bachelor's degree,free/reduced,none,widowed,never,no,1.0,private,5 - 10,63,66,64
male,group E,some college,standard,none,married,regularly,no,3.0,private,> 10,99,76,75
female,group D,high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,70,79,74
female,unknown,some college,standard,completed,divorced,sometimes,yes,3.0,private,5 - 10,56,69,70
female,group D,some high school,standard,none,unknown,never,yes,2.0,unknown,5 - 10,52,56,52
female,group E,some high school,standard,none,unknown,regularly,yes,4.0,school_bus,5 - 10,77,87,79
male,group D,high school,standard,completed,single,never,yes,3.0,private,5 - 10,82,74,76
female,group E,unknown,standard,none,single,sometimes,no,3.0,private,5 - 10,77,77,81
female,group B,high school,free/reduced,none,married,never,yes,2.0,unknown,< 5,61,76,68
male,group C,unknown,standard,completed,married,regularly,yes,3.0,school_bus,5 - 10,67,55,55
male,group B,some college,standard,completed,married,sometimes,no,2.0,private,> 10,57,45,54
female,group C,some high school,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,62,79,74
female,group E,some high school,standard,none,single,regularly,yes,2.0,private,5 - 10,53,54,55
male,group E,associate's degree,standard,completed,married,sometimes,no,3.0,private,5 - 10,84,81,79
male,group C,bachelor's degree,standard,completed,married,regularly,no,3.0,private,> 10,89,76,84
female,group C,some high school,standard,completed,divorced,regularly,yes,4.0,private,5 - 10,89,99,100
male,group A,associate's degree,standard,none,married,sometimes,yes,3.0,private,5 - 10,72,73,71
male,group A,some college,standard,completed,single,regularly,yes,4.0,school_bus,< 5,79,75,77
female,group C,some college,standard,completed,single,regularly,yes,2.0,school_bus,< 5,88,97,100
male,group D,some college,standard,completed,married,regularly,no,1.0,private,> 10,94,83,85
female,group C,some high school,standard,none,single,sometimes,no,3.0,school_bus,< 5,59,75,70
male,group D,master's degree,standard,none,married,regularly,yes,0.0,school_bus,< 5,59,42,54
male,group C,high school,standard,completed,married,sometimes,yes,5.0,private,5 - 10,70,67,68
male,group E,associate's degree,standard,completed,married,sometimes,yes,0.0,private,< 5,73,76,68
male,group E,master's degree,free/reduced,completed,single,regularly,no,2.0,unknown,< 5,80,68,75
female,group C,associate's degree,standard,completed,married,sometimes,yes,0.0,school_bus,> 10,86,95,94
female,group C,unknown,free/reduced,completed,married,regularly,yes,4.0,private,5 - 10,59,71,77
male,group B,bachelor's degree,free/reduced,none,single,regularly,yes,2.0,unknown,5 - 10,62,60,56
male,group B,unknown,standard,none,unknown,sometimes,yes,0.0,private,5 - 10,63,51,52
male,group E,some high school,free/reduced,none,married,sometimes,no,4.0,school_bus,5 - 10,86,79,77
male,group A,some college,standard,none,single,sometimes,no,1.0,private,< 5,45,50,42
male,unknown,some college,standard,none,married,sometimes,yes,0.0,school_bus,< 5,76,76,67
female,group C,high school,standard,none,married,sometimes,yes,3.0,private,> 10,67,75,69
male,group B,some college,free/reduced,completed,divorced,never,no,1.0,private,5 - 10,53,64,57
male,group A,some college,free/reduced,completed,single,sometimes,yes,1.0,private,5 - 10,67,67,61
male,group C,high school,standard,completed,single,sometimes,no,0.0,school_bus,5 - 10,64,64,62
male,unknown,high school,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,56,51,46
female,group B,associate's degree,standard,none,unknown,sometimes,yes,2.0,school_bus,5 - 10,42,44,47
female,group C,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,< 5,69,86,87
female,group D,unknown,standard,none,married,sometimes,yes,0.0,private,5 - 10,60,65,63
female,unknown,high school,free/reduced,completed,single,regularly,no,1.0,school_bus,> 10,80,87,92
female,group B,high school,standard,completed,married,regularly,yes,3.0,private,< 5,68,72,74
male,group E,high school,standard,none,single,regularly,yes,5.0,private,5 - 10,91,78,70
male,unknown,some college,standard,none,widowed,sometimes,yes,1.0,school_bus,< 5,78,77,69
male,group D,bachelor's degree,standard,completed,married,never,no,2.0,school_bus,5 - 10,74,68,69
male,group D,associate's degree,free/reduced,none,single,sometimes,yes,2.0,unknown,5 - 10,82,81,77
male,group B,some college,standard,none,married,never,yes,1.0,school_bus,5 - 10,72,65,62
female,group A,unknown,standard,completed,married,sometimes,yes,1.0,private,> 10,66,72,73
male,group D,some college,free/reduced,completed,married,sometimes,yes,0.0,school_bus,5 - 10,45,48,53
female,group D,some college,standard,none,married,sometimes,no,1.0,private,5 - 10,87,96,96
female,group A,high school,standard,none,single,regularly,yes,3.0,unknown,< 5,54,50,49
male,group D,some college,standard,none,divorced,sometimes,no,1.0,school_bus,< 5,63,59,58
male,group C,some college,free/reduced,none,single,regularly,yes,2.0,school_bus,5 - 10,53,51,50
female,group D,some high school,standard,completed,married,regularly,yes,2.0,private,5 - 10,87,100,100
male,group A,some high school,standard,none,married,regularly,yes,0.0,private,5 - 10,85,75,71
male,group B,bachelor's degree,free/reduced,none,married,regularly,yes,7.0,school_bus,5 - 10,64,54,61
female,group C,bachelor's degree,standard,none,unknown,sometimes,no,2.0,school_bus,> 10,76,76,82
female,group D,some high school,standard,completed,married,sometimes,yes,0.0,unknown,5 - 10,72,79,83
male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,3.0,school_bus,< 5,63,63,65
female,group C,bachelor's degree,standard,none,married,regularly,yes,3.0,school_bus,> 10,85,83,97
female,group B,high school,standard,none,married,sometimes,no,1.0,school_bus,< 5,66,73,69
male,group E,bachelor's degree,standard,none,married,regularly,no,1.0,school_bus,5 - 10,98,88,91
male,group E,high school,free/reduced,completed,divorced,regularly,yes,2.0,school_bus,5 - 10,78,69,72
female,group B,high school,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,44,46,47
male,group C,some college,standard,none,widowed,never,no,4.0,school_bus,> 10,64,57,57
male,unknown,associate's degree,standard,none,married,never,yes,0.0,school_bus,< 5,77,73,66
female,group E,bachelor's degree,free/reduced,completed,divorced,regularly,yes,3.0,school_bus,5 - 10,78,94,92
female,group A,bachelor's degree,standard,none,divorced,regularly,yes,1.0,private,5 - 10,56,63,68
female,group B,some high school,standard,completed,married,sometimes,yes,0.0,private,5 - 10,50,54,65
female,group E,some college,standard,none,married,sometimes,yes,1.0,school_bus,> 10,74,87,76
male,group C,some college,standard,none,married,regularly,yes,3.0,private,5 - 10,92,84,83
female,group C,associate's degree,free/reduced,completed,single,regularly,yes,1.0,school_bus,5 - 10,75,88,86
male,group D,associate's degree,standard,none,divorced,sometimes,no,4.0,school_bus,> 10,95,84,87
female,group D,some high school,standard,completed,married,sometimes,no,1.0,school_bus,unknown,83,100,100
male,group C,some high school,standard,completed,single,sometimes,yes,3.0,school_bus,5 - 10,59,60,56
female,group D,some high school,free/reduced,none,single,sometimes,yes,0.0,school_bus,5 - 10,56,65,63
male,group E,bachelor's degree,free/reduced,completed,single,never,yes,2.0,school_bus,5 - 10,92,86,85
male,group D,high school,standard,completed,married,sometimes,yes,3.0,private,5 - 10,98,99,98
female,group D,master's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,47,59,65
male,group C,some college,standard,completed,single,sometimes,no,1.0,unknown,5 - 10,87,84,91
male,group C,associate's degree,standard,none,single,regularly,no,4.0,private,5 - 10,73,58,60
male,group B,some high school,free/reduced,completed,married,never,yes,2.0,school_bus,5 - 10,65,67,62
female,group B,associate's degree,free/reduced,none,divorced,sometimes,no,3.0,school_bus,> 10,63,75,76
female,group D,high school,standard,none,divorced,sometimes,yes,4.0,school_bus,5 - 10,68,78,73
male,group C,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,< 5,68,58,58
female,group E,some college,standard,none,married,regularly,yes,4.0,school_bus,> 10,82,70,71
female,group C,some college,standard,none,single,sometimes,yes,2.0,private,5 - 10,62,70,73
male,group B,unknown,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,66,63,56
male,group D,some college,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,63,54,58
female,group C,bachelor's degree,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,44,57,62
female,unknown,some high school,standard,none,married,sometimes,yes,3.0,private,5 - 10,62,65,69
male,group C,associate's degree,free/reduced,none,married,sometimes,no,2.0,private,> 10,56,55,59
male,group E,associate's degree,standard,completed,single,sometimes,yes,3.0,unknown,5 - 10,91,79,78
female,group C,associate's degree,standard,none,married,sometimes,yes,1.0,private,< 5,71,76,76
female,unknown,bachelor's degree,free/reduced,none,married,never,yes,0.0,private,5 - 10,71,81,78
female,group A,high school,free/reduced,none,married,never,yes,0.0,private,5 - 10,37,51,50
female,group D,some college,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,83,90,87
female,group B,associate's degree,standard,completed,married,never,yes,1.0,school_bus,< 5,55,73,71
male,group A,associate's degree,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,86,79,78
female,group D,some high school,standard,none,married,sometimes,no,2.0,private,< 5,57,68,64
female,group B,some college,standard,completed,married,regularly,yes,0.0,unknown,5 - 10,82,88,95
male,group D,master's degree,standard,none,married,never,yes,0.0,school_bus,< 5,77,75,72
female,group C,associate's degree,standard,none,divorced,sometimes,yes,2.0,school_bus,< 5,53,59,61
female,group B,associate's degree,standard,none,divorced,regularly,yes,0.0,private,< 5,80,95,88
female,group C,high school,standard,completed,divorced,never,no,5.0,school_bus,5 - 10,58,66,75
female,group C,master's degree,free/reduced,completed,divorced,never,no,1.0,private,< 5,47,66,70
male,group C,some high school,standard,completed,married,sometimes,yes,3.0,unknown,< 5,72,78,76
female,group D,high school,standard,none,divorced,regularly,yes,5.0,school_bus,< 5,71,75,79
female,group C,unknown,standard,none,single,regularly,yes,5.0,school_bus,5 - 10,57,65,68
female,group A,master's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,66,69,79
male,group D,high school,free/reduced,none,married,regularly,yes,3.0,unknown,< 5,67,58,57
male,group C,associate's degree,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10,71,67,59
male,group C,associate's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10,71,67,69
female,group C,some college,standard,completed,married,regularly,yes,2.0,private,< 5,55,72,74
female,group B,some college,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,55,63,65
female,group C,master's degree,standard,none,married,regularly,yes,0.0,school_bus,< 5,72,80,79
male,group B,high school,standard,none,divorced,regularly,yes,2.0,school_bus,5 - 10,73,73,70
male,group C,associate's degree,standard,none,single,regularly,yes,4.0,unknown,< 5,73,70,69
female,group B,unknown,standard,completed,widowed,sometimes,no,1.0,private,5 - 10,65,66,70
female,group C,associate's degree,free/reduced,none,married,sometimes,yes,4.0,private,< 5,65,72,72
female,group C,high school,standard,completed,married,regularly,yes,0.0,private,< 5,67,69,71
female,group D,master's degree,standard,none,married,regularly,yes,3.0,school_bus,unknown,77,87,94
female,group C,some college,standard,none,married,regularly,yes,4.0,private,< 5,45,54,55
female,group D,some college,standard,none,divorced,sometimes,yes,3.0,unknown,5 - 10,88,93,91
female,group E,some college,standard,none,single,sometimes,yes,4.0,school_bus,< 5,82,88,84
female,group C,some high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,62,74,68
female,group D,some college,free/reduced,none,married,sometimes,yes,2.0,private,< 5,46,68,68
male,group C,some high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,85,83,77
female,group B,high school,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,78,93,89
male,group D,some high school,standard,completed,married,regularly,yes,2.0,school_bus,> 10,73,66,73
male,group D,unknown,free/reduced,none,unknown,sometimes,no,5.0,private,5 - 10,78,78,71
male,group E,associate's degree,standard,completed,married,regularly,no,3.0,school_bus,unknown,83,69,76
male,group C,high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,65,80,71
female,group C,high school,standard,completed,married,regularly,yes,0.0,school_bus,> 10,82,95,98
male,group D,high school,standard,none,divorced,never,yes,1.0,private,< 5,57,47,47
male,group C,some high school,standard,none,married,sometimes,no,0.0,school_bus,< 5,58,49,49
female,group D,some college,free/reduced,none,married,regularly,yes,0.0,school_bus,5 - 10,63,81,78
male,group E,associate's degree,standard,none,married,sometimes,no,5.0,unknown,< 5,65,65,57
female,group A,some high school,standard,none,unknown,regularly,yes,3.0,school_bus,< 5,50,60,59
female,group B,unknown,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,28,40,37
male,group C,some college,free/reduced,none,married,never,yes,4.0,private,< 5,44,44,38
female,group C,some college,standard,none,married,sometimes,yes,1.0,private,5 - 10,37,45,45
male,group B,some high school,free/reduced,completed,married,sometimes,no,5.0,private,5 - 10,51,53,50
female,group C,some college,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5,38,51,55
female,group A,master's degree,standard,none,married,sometimes,yes,2.0,unknown,> 10,79,81,87
female,group D,bachelor's degree,standard,none,divorced,sometimes,no,2.0,school_bus,> 10,58,82,83
female,group E,high school,standard,none,single,sometimes,no,4.0,private,5 - 10,61,68,64
female,group D,unknown,free/reduced,none,single,sometimes,no,3.0,unknown,> 10,44,50,57
male,group B,some college,standard,none,divorced,never,yes,4.0,school_bus,< 5,54,37,34
male,group C,high school,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,64,54,57
female,group A,some college,standard,completed,married,regularly,yes,2.0,private,5 - 10,69,72,75
male,group D,bachelor's degree,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,91,80,88
male,group B,master's degree,standard,none,divorced,regularly,yes,0.0,school_bus,5 - 10,76,62,60
female,group E,some college,standard,none,married,regularly,no,3.0,school_bus,5 - 10,57,58,55
male,group D,some college,free/reduced,none,divorced,never,yes,0.0,school_bus,5 - 10,36,31,27
female,group A,high school,free/reduced,completed,married,regularly,yes,3.0,school_bus,5 - 10,62,70,76
male,group C,associate's degree,standard,none,married,never,no,3.0,private,< 5,62,64,61
female,group B,bachelor's degree,standard,completed,married,never,no,2.0,school_bus,5 - 10,63,66,73
female,unknown,associate's degree,standard,completed,widowed,regularly,yes,2.0,school_bus,5 - 10,78,96,88
male,group C,some high school,standard,completed,married,sometimes,no,7.0,school_bus,5 - 10,49,48,53
female,group B,associate's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10,74,74,77
male,group C,some high school,standard,completed,married,sometimes,no,3.0,school_bus,> 10,80,70,70
male,group B,associate's degree,standard,completed,married,sometimes,yes,0.0,school_bus,< 5,81,84,83
male,unknown,bachelor's degree,standard,none,married,sometimes,yes,2.0,unknown,5 - 10,80,78,79
male,group B,high school,standard,none,married,regularly,yes,2.0,school_bus,> 10,78,69,66
female,group A,associate's degree,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,49,63,62
male,group C,master's degree,free/reduced,none,divorced,regularly,no,1.0,unknown,5 - 10,71,73,66
female,group C,some college,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10,64,72,71
male,group C,some college,standard,none,married,regularly,yes,2.0,school_bus,< 5,95,78,82
female,group B,high school,standard,none,married,regularly,no,0.0,private,5 - 10,61,77,72
male,group B,some college,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,77,69,68
male,group E,unknown,free/reduced,none,married,never,yes,0.0,school_bus,5 - 10,75,71,70
male,group C,bachelor's degree,standard,none,married,never,yes,0.0,school_bus,5 - 10,91,93,86
male,group E,some college,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,85,75,74
male,group D,associate's degree,standard,completed,married,sometimes,no,0.0,school_bus,< 5,79,70,63
female,group C,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,84,97,96
female,group C,bachelor's degree,standard,completed,single,regularly,yes,3.0,private,> 10,75,80,88
female,group E,some college,standard,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10,69,68,73
female,group A,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,< 5,39,57,52
male,group C,high school,standard,none,married,sometimes,no,4.0,school_bus,5 - 10,72,66,64
female,group E,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,38,39,45
male,group C,some high school,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,< 5,50,46,44
male,group B,some high school,standard,completed,married,sometimes,yes,0.0,school_bus,< 5,72,67,67
male,group B,some high school,free/reduced,completed,married,sometimes,yes,3.0,private,< 5,32,46,43
female,group E,master's degree,standard,none,divorced,regularly,no,3.0,school_bus,5 - 10,97,87,84
male,group D,bachelor's degree,standard,completed,single,sometimes,yes,3.0,school_bus,< 5,76,74,74
female,group C,some high school,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,64,66,63
female,group C,some high school,standard,completed,divorced,sometimes,yes,0.0,unknown,< 5,71,76,75
female,unknown,associate's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,< 5,54,49,55
male,group D,unknown,standard,none,single,sometimes,yes,4.0,private,< 5,66,66,66
male,group C,high school,standard,completed,married,never,no,1.0,school_bus,5 - 10,78,72,68
female,group C,associate's degree,standard,none,single,sometimes,no,3.0,school_bus,5 - 10,95,97,94
male,group D,high school,standard,none,married,sometimes,yes,0.0,private,5 - 10,80,81,78
female,group D,some college,standard,completed,married,sometimes,no,0.0,school_bus,5 - 10,42,47,59
female,group D,associate's degree,free/reduced,none,single,never,yes,1.0,school_bus,5 - 10,49,57,54
male,group D,some high school,standard,none,divorced,sometimes,yes,1.0,school_bus,> 10,71,56,61
female,group D,some high school,standard,completed,divorced,regularly,no,2.0,unknown,5 - 10,85,96,97
female,unknown,associate's degree,standard,none,married,never,no,1.0,private,5 - 10,52,64,65
female,group B,bachelor's degree,free/reduced,completed,divorced,regularly,yes,1.0,private,< 5,53,80,84
male,unknown,some college,free/reduced,none,divorced,regularly,yes,7.0,school_bus,> 10,53,47,44
male,group E,some college,free/reduced,none,married,regularly,yes,4.0,private,5 - 10,79,70,70
male,group D,bachelor's degree,standard,completed,single,sometimes,no,2.0,private,5 - 10,91,85,93
female,group C,high school,standard,completed,married,sometimes,yes,7.0,school_bus,> 10,75,73,84
female,group C,high school,standard,none,divorced,sometimes,yes,3.0,unknown,< 5,64,67,65
male,group D,some college,standard,none,single,regularly,yes,0.0,private,5 - 10,77,70,72
female,group B,bachelor's degree,standard,completed,married,regularly,yes,2.0,school_bus,< 5,69,82,84
male,group E,some high school,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10,85,82,77
female,group D,master's degree,standard,none,divorced,never,yes,1.0,school_bus,5 - 10,76,87,91
male,group D,bachelor's degree,standard,completed,married,regularly,no,4.0,school_bus,< 5,93,87,97
female,group E,some high school,standard,none,married,sometimes,yes,3.0,school_bus,< 5,81,85,79
male,group C,some high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,74,70,69
female,group D,high school,free/reduced,none,single,sometimes,yes,1.0,school_bus,< 5,58,68,65
female,group E,associate's degree,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,86,91,89
male,group D,some college,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,55,62,52
male,group A,associate's degree,standard,none,divorced,never,yes,0.0,school_bus,< 5,64,75,71
female,group B,associate's degree,standard,none,single,sometimes,no,0.0,private,5 - 10,67,69,74
male,group B,some high school,free/reduced,none,married,regularly,no,2.0,private,5 - 10,57,52,45
male,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,1.0,private,5 - 10,77,76,81
male,group A,some college,standard,none,married,sometimes,yes,0.0,private,< 5,75,78,71
male,group B,some high school,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,83,83,75
male,group C,bachelor's degree,standard,completed,married,never,yes,3.0,school_bus,5 - 10,68,67,69
male,group C,bachelor's degree,standard,none,married,never,no,3.0,school_bus,5 - 10,85,85,86
male,group C,unknown,free/reduced,none,divorced,regularly,yes,0.0,school_bus,5 - 10,60,62,63
female,group D,associate's degree,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10,69,69,67
female,group B,some high school,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,65,61,59
female,group C,unknown,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,85,95,89
female,unknown,associate's degree,standard,none,single,sometimes,no,0.0,school_bus,< 5,69,75,78
male,group A,associate's degree,standard,none,married,regularly,no,3.0,school_bus,5 - 10,80,77,73
female,group A,some high school,free/reduced,none,divorced,sometimes,yes,2.0,private,5 - 10,58,82,73
female,group D,master's degree,standard,none,single,regularly,yes,1.0,private,5 - 10,90,95,96
male,group B,some high school,standard,none,single,regularly,yes,0.0,school_bus,5 - 10,69,66,59
male,group D,some college,free/reduced,none,married,regularly,no,1.0,school_bus,< 5,52,48,46
female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,4.0,private,> 10,64,84,82
male,group C,some college,free/reduced,none,unknown,regularly,yes,1.0,unknown,5 - 10,73,69,64
female,group B,some high school,free/reduced,none,married,regularly,no,2.0,private,> 10,45,62,64
female,group E,associate's degree,standard,completed,married,sometimes,no,1.0,private,< 5,77,81,87
male,group E,high school,free/reduced,none,single,regularly,no,3.0,school_bus,5 - 10,60,54,49
female,unknown,high school,standard,none,single,sometimes,yes,0.0,unknown,> 10,65,64,75
male,group D,high school,free/reduced,completed,divorced,sometimes,no,3.0,private,5 - 10,62,59,63
female,group C,some college,free/reduced,completed,married,regularly,yes,2.0,school_bus,> 10,71,76,81
male,group D,associate's degree,standard,none,married,sometimes,yes,0.0,private,< 5,90,84,80
male,unknown,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,82,78,78
male,group C,some college,standard,completed,married,regularly,no,3.0,private,> 10,64,70,70
male,group C,some college,standard,none,divorced,sometimes,yes,2.0,school_bus,< 5,74,63,59
male,group D,high school,standard,none,married,sometimes,yes,1.0,unknown,5 - 10,83,71,67
male,group D,bachelor's degree,standard,completed,widowed,never,yes,1.0,school_bus,< 5,95,96,98
female,group B,high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,63,73,77
male,group B,some college,standard,none,single,never,yes,3.0,school_bus,5 - 10,59,59,55
male,unknown,some high school,free/reduced,none,married,never,no,2.0,school_bus,5 - 10,77,76,70
male,group B,associate's degree,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,98,88,93
male,group D,some college,free/reduced,none,single,never,yes,2.0,private,> 10,72,68,67
male,group E,associate's degree,standard,none,single,sometimes,yes,4.0,school_bus,< 5,90,85,80
male,group B,high school,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,90,93,84
female,group A,some high school,standard,completed,married,regularly,yes,3.0,private,> 10,63,66,70
male,group B,some college,standard,none,married,sometimes,no,5.0,school_bus,5 - 10,82,89,76
female,unknown,associate's degree,standard,none,single,regularly,yes,3.0,school_bus,> 10,64,74,74
male,group A,high school,free/reduced,completed,divorced,sometimes,yes,0.0,private,> 10,47,62,56
male,group E,some high school,free/reduced,none,married,regularly,yes,2.0,private,< 5,52,46,41
female,group D,high school,standard,none,single,regularly,no,2.0,school_bus,> 10,77,71,77
male,group D,some college,standard,none,single,sometimes,no,4.0,private,5 - 10,89,71,69
male,group C,some college,standard,none,married,sometimes,yes,4.0,school_bus,5 - 10,64,61,59
female,group E,unknown,free/reduced,none,widowed,never,no,1.0,school_bus,< 5,55,61,55
female,group C,associate's degree,standard,none,divorced,sometimes,yes,3.0,unknown,5 - 10,81,87,80
male,group E,high school,standard,completed,divorced,regularly,yes,1.0,school_bus,< 5,71,59,55
female,group A,some college,standard,none,married,sometimes,yes,3.0,private,> 10,52,55,59
female,group C,high school,standard,none,married,regularly,yes,3.0,private,unknown,59,73,71
female,group C,associate's degree,standard,completed,unknown,sometimes,no,4.0,school_bus,< 5,62,73,72
female,group C,associate's degree,standard,completed,single,sometimes,yes,3.0,school_bus,< 5,66,86,88
female,group C,some high school,free/reduced,none,married,sometimes,no,5.0,school_bus,5 - 10,50,65,55
female,group B,associate's degree,standard,none,married,sometimes,yes,3.0,private,< 5,75,81,84
male,group C,some college,standard,none,married,sometimes,yes,0.0,school_bus,< 5,67,63,59
male,group C,associate's degree,standard,none,divorced,sometimes,no,2.0,private,> 10,74,70,63
female,unknown,master's degree,free/reduced,none,divorced,sometimes,yes,3.0,private,5 - 10,73,68,72
female,group D,master's degree,free/reduced,completed,single,never,yes,1.0,school_bus,5 - 10,50,82,80
male,group C,high school,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,78,70,75
male,group C,master's degree,standard,none,married,never,no,2.0,school_bus,< 5,65,77,71
female,group D,high school,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,48,54,59
female,group C,some college,standard,completed,married,regularly,yes,2.0,school_bus,< 5,72,79,83
male,group E,high school,free/reduced,completed,married,regularly,no,3.0,school_bus,< 5,50,43,42
female,group C,some college,free/reduced,completed,married,regularly,yes,0.0,school_bus,5 - 10,40,43,54
female,group C,bachelor's degree,standard,none,married,sometimes,yes,0.0,school_bus,unknown,48,50,43
male,group B,bachelor's degree,standard,none,married,never,no,4.0,school_bus,5 - 10,49,43,43
female,group E,bachelor's degree,standard,none,married,sometimes,no,2.0,private,5 - 10,87,89,90
male,group C,associate's degree,standard,none,unknown,sometimes,yes,1.0,school_bus,5 - 10,86,87,85
male,group B,unknown,standard,none,single,sometimes,yes,1.0,school_bus,> 10,53,54,54
female,group A,some college,standard,completed,married,sometimes,yes,3.0,unknown,< 5,67,76,75
male,group C,associate's degree,standard,none,married,sometimes,no,2.0,private,> 10,76,68,62
male,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,unknown,5 - 10,71,63,63
female,group E,bachelor's degree,free/reduced,none,divorced,never,yes,0.0,school_bus,5 - 10,64,72,68
female,group E,some high school,free/reduced,none,divorced,regularly,yes,3.0,school_bus,> 10,65,66,73
male,group B,some college,standard,none,married,regularly,yes,0.0,private,< 5,84,70,72
male,group C,bachelor's degree,standard,completed,married,sometimes,no,1.0,private,5 - 10,89,79,82
male,group C,some college,standard,completed,unknown,sometimes,no,2.0,unknown,< 5,81,69,73
female,group D,some college,standard,completed,married,sometimes,yes,3.0,private,5 - 10,84,96,95
male,group E,some college,standard,none,married,never,no,4.0,private,5 - 10,72,65,59
male,group D,some high school,standard,none,married,sometimes,yes,5.0,school_bus,5 - 10,68,64,59
male,group B,bachelor's degree,standard,none,single,never,no,2.0,school_bus,5 - 10,65,66,65
male,group E,some college,free/reduced,completed,single,sometimes,yes,0.0,school_bus,5 - 10,77,84,81
male,group E,some high school,standard,none,divorced,never,no,1.0,school_bus,5 - 10,81,73,61
male,group B,some college,standard,none,married,sometimes,yes,0.0,school_bus,> 10,48,52,43
female,group A,some high school,free/reduced,none,unknown,regularly,yes,1.0,school_bus,< 5,47,61,62
